species	gene	compactness
Nlon	Neoseiulus_longispinosus_00001478-RI,Neoseiulus_longispinosus_00001478-RF,Neoseiulus_longispinosus_00001478-RD	1.0
Nlon	Neoseiulus_longispinosus_00011771	0.4250309789343247
Nlon	Neoseiulus_longispinosus_00002181	0.3278236914600551
Nlon	Neoseiulus_longispinosus_00000438	0.5770008084074374
Nlon	Neoseiulus_longispinosus_00003730	0.3206704633704375
Nlon	Neoseiulus_longispinosus_00004984	0.5920647149460708
Nlon	Neoseiulus_longispinosus_00006069	0.8227611940298507
Nlon	Neoseiulus_longispinosus_00012032	0.7358916478555305
Nlon	Neoseiulus_longispinosus_00004442	0.3901018922852984
Nlon	Neoseiulus_longispinosus_00012266	0.6777546777546778
Nlon	Neoseiulus_longispinosus_00006162	0.12498614958448753
Nlon	Neoseiulus_longispinosus_00005622	0.5886610373944512
Nlon	Neoseiulus_longispinosus_00000792	0.284185956039681
Nlon	Neoseiulus_longispinosus_00000070	0.7901174168297456
Nlon	Neoseiulus_longispinosus_00003471	0.8021638330757341
Nlon	Neoseiulus_longispinosus_00005043	0.4764930114358323
Nlon	Neoseiulus_longispinosus_00006927	0.5837285121517487
Nlon	Neoseiulus_longispinosus_00007381-RC,Neoseiulus_longispinosus_00007381-RB	1.0
Nlon	Neoseiulus_longispinosus_00006471-RA,Neoseiulus_longispinosus_00006471-RB	0.3649971214738054
Nlon	Neoseiulus_longispinosus_00007299	0.3451152719398803
Nlon	Neoseiulus_longispinosus_00007083	0.602873030583874
Nlon	Neoseiulus_longispinosus_00005403	0.7995674116798847
Nlon	Neoseiulus_longispinosus_00008173	0.947986577181208
Nlon	Neoseiulus_longispinosus_00007250	0.2879899392160973
Nlon	Neoseiulus_longispinosus_00011517	0.7381460407776197
Nlon	Neoseiulus_longispinosus_00005689	0.20472837022132798
Nlon	Neoseiulus_longispinosus_00000366	0.7610208816705336
Nlon	Neoseiulus_longispinosus_00011518	0.4257932446264074
Nlon	Neoseiulus_longispinosus_00004544	0.15330393877280168
Nlon	Neoseiulus_longispinosus_00006556	0.36031537450722734
Nlon	Neoseiulus_longispinosus_00005761	0.5265792610250298
Nlon	Neoseiulus_longispinosus_00003403	0.07645883987495658
Nlon	Neoseiulus_longispinosus_00000777	0.1383784495817691
Nlon	Neoseiulus_longispinosus_00002608	0.48558218761406496
Nlon	Neoseiulus_longispinosus_00011160	0.5949656750572082
Nlon	Neoseiulus_longispinosus_00000945	1.0
Nlon	Neoseiulus_longispinosus_00003516	0.1203242617255356
Nlon	Neoseiulus_longispinosus_00004736	0.7804632426988922
Nlon	Neoseiulus_longispinosus_00004189	0.4151381472022289
Nlon	Neoseiulus_longispinosus_00002522	0.5938845822566753
Nlon	Neoseiulus_longispinosus_00011753	0.7436440677966102
Nlon	Neoseiulus_longispinosus_00001999	0.8958594730238394
Nlon	Neoseiulus_longispinosus_00006280	0.21888412017167383
Nlon	Neoseiulus_longispinosus_00006647	0.7277701778385773
Nlon	Neoseiulus_longispinosus_00009037	0.6710696710696711
Nlon	Neoseiulus_longispinosus_00005516	0.5524752475247525
Nlon	Neoseiulus_longispinosus_00002452	1.0
Nlon	Neoseiulus_longispinosus_00007750	0.8345724907063197
Nlon	Neoseiulus_longispinosus_00001478-RB,Neoseiulus_longispinosus_00001478-RA,Neoseiulus_longispinosus_00001478-RD,Neoseiulus_longispinosus_00001478-RC	1.0
Nlon	Neoseiulus_longispinosus_00010631	0.510016694490818
Nlon	Neoseiulus_longispinosus_00011127	1.0
Nlon	Neoseiulus_longispinosus_00010533	0.930566037735849
Nlon	Neoseiulus_longispinosus_00000882	1.0
Nlon	Neoseiulus_longispinosus_00012814	0.39149955103262496
Nlon	Neoseiulus_longispinosus_00007979	1.0
Nlon	Neoseiulus_longispinosus_00001052	1.0
Nlon	Neoseiulus_longispinosus_00005493	1.0
Nlon	Neoseiulus_longispinosus_00010687	0.7722342733188721
Nlon	Neoseiulus_longispinosus_00010793	0.7237880496054115
Nlon	Neoseiulus_longispinosus_00007746	0.8552631578947368
Nlon	Neoseiulus_longispinosus_00004010	0.27064044266695886
Nlon	Neoseiulus_longispinosus_00008875	0.4387254901960784
Nlon	Neoseiulus_longispinosus_00010591-RA,Neoseiulus_longispinosus_00010591-RB,Neoseiulus_longispinosus_00010591-RC	0.11100171504795782
Nlon	Neoseiulus_longispinosus_00008217	0.23674911660777384
Nlon	Neoseiulus_longispinosus_00000502	1.0
Nlon	Neoseiulus_longispinosus_00000319	0.3636659877800407
Nlon	Neoseiulus_longispinosus_00003713	1.0
Nlon	Neoseiulus_longispinosus_00006123	0.1073558648111332
Nlon	Neoseiulus_longispinosus_00008697	0.6758620689655173
Nlon	Neoseiulus_longispinosus_00004042	0.7593253968253968
Nlon	Neoseiulus_longispinosus_00009867-RC,Neoseiulus_longispinosus_00009867-RA	0.43197936814958093
Nlon	Neoseiulus_longispinosus_00012041	1.0
Nlon	Neoseiulus_longispinosus_00001282	0.7606151788699431
Nlon	Neoseiulus_longispinosus_00005673	0.8003472222222222
Nlon	Neoseiulus_longispinosus_00012488	0.9877437325905293
Nlon	Neoseiulus_longispinosus_00001935	0.2368573079145003
Nlon	Neoseiulus_longispinosus_00003480	0.07762107228041067
Nlon	Neoseiulus_longispinosus_00003926	0.5546759030183077
Nlon	Neoseiulus_longispinosus_00009530	1.0
Nlon	Neoseiulus_longispinosus_00009957-RB,Neoseiulus_longispinosus_00009957-RA	0.45498284350290913
Nlon	Neoseiulus_longispinosus_00005888	0.8978805394990366
Nlon	Neoseiulus_longispinosus_00008817	0.375
Nlon	Neoseiulus_longispinosus_00000454	0.7194060419866871
Nlon	Neoseiulus_longispinosus_00004499	0.08667209693020414
Nlon	Neoseiulus_longispinosus_00008290-RA,Neoseiulus_longispinosus_00008290-RB	0.29181439802682285
Nlon	Neoseiulus_longispinosus_00006132	0.6135458167330677
Nlon	Neoseiulus_longispinosus_00009414-RA,Neoseiulus_longispinosus_00009414-RB	0.3753351206434316
Nlon	Neoseiulus_longispinosus_00004537-RC,Neoseiulus_longispinosus_00004537-RA,Neoseiulus_longispinosus_00004537-RE,Neoseiulus_longispinosus_00004537-RD	1.0
Nlon	Neoseiulus_longispinosus_00011379	0.1200698951572641
Nlon	Neoseiulus_longispinosus_00002444-RC,Neoseiulus_longispinosus_00002444-RB,Neoseiulus_longispinosus_00002444-RA	0.7772020725388601
Nlon	Neoseiulus_longispinosus_00004669	0.08182912154031288
Nlon	Neoseiulus_longispinosus_00002992	0.626791277258567
Nlon	Neoseiulus_longispinosus_00002497	0.5798611111111112
Nlon	Neoseiulus_longispinosus_00007761-RB,Neoseiulus_longispinosus_00007761-RE,Neoseiulus_longispinosus_00007761-RD,Neoseiulus_longispinosus_00007761-RF,Neoseiulus_longispinosus_00007761-RC	0.12457849381790934
Nlon	Neoseiulus_longispinosus_00008478	0.32550023266635647
Nlon	Neoseiulus_longispinosus_00005045	0.032744282744282746
Nlon	Neoseiulus_longispinosus_00009877	0.06090452261306532
Nlon	Neoseiulus_longispinosus_00000143	0.2869398839649426
Nlon	Neoseiulus_longispinosus_00005369	0.6826022671266634
Nlon	Neoseiulus_longispinosus_00000631	1.0
Nlon	Neoseiulus_longispinosus_00009046	0.7995475113122172
Nlon	Neoseiulus_longispinosus_00005636	0.864321608040201
Nlon	Neoseiulus_longispinosus_00004445	0.2047872340425532
Nlon	Neoseiulus_longispinosus_00003492	0.695132365499573
Nlon	Neoseiulus_longispinosus_00009048	0.6125447353550575
Nlon	Neoseiulus_longispinosus_00000394	0.516891145948333
Nlon	Neoseiulus_longispinosus_00007096	1.0
Nlon	Neoseiulus_longispinosus_00008258	0.15866583541147133
Nlon	Neoseiulus_longispinosus_00008694	0.8464285714285714
Nlon	Neoseiulus_longispinosus_00010035	0.5206802132872171
Nlon	Neoseiulus_longispinosus_00002523	0.801980198019802
Nlon	Neoseiulus_longispinosus_00003269	0.5016181229773463
Nlon	Neoseiulus_longispinosus_00002210	1.0
Nlon	Neoseiulus_longispinosus_00004218	0.5399414470932664
Nlon	Neoseiulus_longispinosus_00005208	1.0
Nlon	Neoseiulus_longispinosus_00003518	0.2590946959178006
Nlon	Neoseiulus_longispinosus_00009607	0.4570222563315426
Nlon	Neoseiulus_longispinosus_00004011	0.1424533064109036
Nlon	Neoseiulus_longispinosus_00002546	0.6492949110974862
Nlon	Neoseiulus_longispinosus_00004310	1.0
Nlon	Neoseiulus_longispinosus_00009743	0.888748419721871
Nlon	Neoseiulus_longispinosus_00011227	0.5221803421281531
Nlon	Neoseiulus_longispinosus_00001485	0.6160436137071651
Nlon	Neoseiulus_longispinosus_00009647	0.3826586433260394
Nlon	Neoseiulus_longispinosus_00012568	0.85
Nlon	Neoseiulus_longispinosus_00010618	0.546875
Nlon	Neoseiulus_longispinosus_00010657	0.6965575349061146
Nlon	Neoseiulus_longispinosus_00002695	0.5813232253618195
Nlon	Neoseiulus_longispinosus_00006516	0.5552995391705069
Nlon	Neoseiulus_longispinosus_00008333	1.0
Nlon	Neoseiulus_longispinosus_00000703	0.2261268959624012
Nlon	Neoseiulus_longispinosus_00006700	0.7410578386605784
Nlon	Neoseiulus_longispinosus_00006941	0.9299529534762153
Nlon	Neoseiulus_longispinosus_00012334	1.0
Nlon	Neoseiulus_longispinosus_00003871	0.7929736511919699
Nlon	Neoseiulus_longispinosus_00001386	0.20799273387829245
Nlon	Neoseiulus_longispinosus_00004667	1.0
Nlon	Neoseiulus_longispinosus_00001394-RE,Neoseiulus_longispinosus_00001394-RH	0.5305982905982906
Nlon	Neoseiulus_longispinosus_00006289	0.5576109936575053
Nlon	Neoseiulus_longispinosus_00000495	1.0
Nlon	Neoseiulus_longispinosus_00006392	0.5599899282387008
Nlon	Neoseiulus_longispinosus_00008089	1.0
Nlon	Neoseiulus_longispinosus_00005479	0.7311960542540074
Nlon	Neoseiulus_longispinosus_00004570-RB,Neoseiulus_longispinosus_00004570-RA	0.6422018348623854
Nlon	Neoseiulus_longispinosus_00012450-RB,Neoseiulus_longispinosus_00012450-RA	0.4124427869130361
Nlon	Neoseiulus_longispinosus_00000515	0.294434857635893
Nlon	Neoseiulus_longispinosus_00000182	0.7924528301886793
Nlon	Neoseiulus_longispinosus_00009087	0.6844818231144872
Nlon	Neoseiulus_longispinosus_00005276	0.7796184738955824
Nlon	Neoseiulus_longispinosus_00005520	0.7769718948322756
Nlon	Neoseiulus_longispinosus_00004657	0.464328079986443
Nlon	Neoseiulus_longispinosus_00004134	0.4478183962264151
Nlon	Neoseiulus_longispinosus_00002272	0.7513208876364917
Nlon	Neoseiulus_longispinosus_00008583-RA,Neoseiulus_longispinosus_00008583-RC,Neoseiulus_longispinosus_00008583-RB	0.5218281036834925
Nlon	Neoseiulus_longispinosus_00010812	0.033551273227804546
Nlon	Neoseiulus_longispinosus_00011872	0.04925924864601542
Nlon	Neoseiulus_longispinosus_00003109	0.5637739345274861
Nlon	Neoseiulus_longispinosus_00001878	0.5184135977337111
Nlon	Neoseiulus_longispinosus_00006191	0.8401034371296197
Nlon	Neoseiulus_longispinosus_00008257	0.35563278308717056
Nlon	Neoseiulus_longispinosus_00012166	0.4474708171206226
Nlon	Neoseiulus_longispinosus_00004240	0.2582238570677877
Nlon	Neoseiulus_longispinosus_00010525	0.23066646875463856
Nlon	Neoseiulus_longispinosus_00004653	0.20061350847808496
Nlon	Neoseiulus_longispinosus_00002498	0.7736185383244206
Nlon	Neoseiulus_longispinosus_00009470	0.5402049053089103
Nlon	Neoseiulus_longispinosus_00002014	0.15242754986827248
Nlon	Neoseiulus_longispinosus_00000420	0.7953216374269005
Nlon	Neoseiulus_longispinosus_00000533-RC,Neoseiulus_longispinosus_00000533-RD	1.0
Nlon	Neoseiulus_longispinosus_00002807	0.5808080808080808
Nlon	Neoseiulus_longispinosus_00003321	0.2344650864830237
Nlon	Neoseiulus_longispinosus_00006290	1.0
Nlon	Neoseiulus_longispinosus_00011320-RB,Neoseiulus_longispinosus_00011320-RA	0.17715289982425309
Nlon	Neoseiulus_longispinosus_00012230	0.2463225461353303
Nlon	Neoseiulus_longispinosus_00003688-RB,Neoseiulus_longispinosus_00003688-RD,Neoseiulus_longispinosus_00003688-RC	1.0
Nlon	Neoseiulus_longispinosus_00001417	1.0
Nlon	Neoseiulus_longispinosus_00009820-RA,Neoseiulus_longispinosus_00009820-RD,Neoseiulus_longispinosus_00009820-RB	1.0
Nlon	Neoseiulus_longispinosus_00009393	0.6997539597109027
Nlon	Neoseiulus_longispinosus_00000858	0.4127599121787421
Nlon	Neoseiulus_longispinosus_00002355	1.0
Nlon	Neoseiulus_longispinosus_00000198	0.26535978962467127
Nlon	Neoseiulus_longispinosus_00009639	1.0
Nlon	Neoseiulus_longispinosus_00010467	0.43956043956043955
Nlon	Neoseiulus_longispinosus_00005164	0.6642468239564429
Nlon	Neoseiulus_longispinosus_00004651	1.0
Nlon	Neoseiulus_longispinosus_00008387	0.29129793510324486
Nlon	Neoseiulus_longispinosus_00009998	1.0
Nlon	Neoseiulus_longispinosus_00000680	0.13620963245700562
Nlon	Neoseiulus_longispinosus_00012785-RB,Neoseiulus_longispinosus_00012785-RA	1.0
Nlon	Neoseiulus_longispinosus_00001803	0.21956076134699853
Nlon	Neoseiulus_longispinosus_00002912	0.795668549905838
Nlon	Neoseiulus_longispinosus_00008009-RB,Neoseiulus_longispinosus_00008009-RA	0.38038548752834467
Nlon	Neoseiulus_longispinosus_00009884	0.28326319197151184
Nlon	Neoseiulus_longispinosus_00010862	0.44987775061124696
Nlon	Neoseiulus_longispinosus_00008743	0.8188050930460333
Nlon	Neoseiulus_longispinosus_00010122	0.4187715269804822
Nlon	Neoseiulus_longispinosus_00001851	0.3587111491303108
Nlon	Neoseiulus_longispinosus_00008967	0.5192774332704233
Nlon	Neoseiulus_longispinosus_00005241	0.6560937769350113
Nlon	Neoseiulus_longispinosus_00008082	0.5924501922404753
Nlon	Neoseiulus_longispinosus_00000707	0.482005343391482
Nlon	Neoseiulus_longispinosus_00003670-RA,Neoseiulus_longispinosus_00003670-RB	0.47843137254901963
Nlon	Neoseiulus_longispinosus_00009486	0.48
Nlon	Neoseiulus_longispinosus_00008892	0.26835858342178903
Nlon	Neoseiulus_longispinosus_00009690	0.25556544968833483
Nlon	Neoseiulus_longispinosus_00006716-RB,Neoseiulus_longispinosus_00006716-RC	1.0
Nlon	Neoseiulus_longispinosus_00010255	1.0
Nlon	Neoseiulus_longispinosus_00012176	0.358622410781133
Nlon	Neoseiulus_longispinosus_00002467	0.5442786069651742
Nlon	Neoseiulus_longispinosus_00010246	0.49812734082397003
Nlon	Neoseiulus_longispinosus_00001098	0.36498973305954824
Nlon	Neoseiulus_longispinosus_00007938	0.4641467481934408
Nlon	Neoseiulus_longispinosus_00010843	0.7188693659281895
Nlon	Neoseiulus_longispinosus_00009212	0.6428322894919972
Nlon	Neoseiulus_longispinosus_00011234	1.0
Nlon	Neoseiulus_longispinosus_00006462	1.0
Nlon	Neoseiulus_longispinosus_00011896	0.4045187248529867
Nlon	Neoseiulus_longispinosus_00010305	0.2009510026876163
Nlon	Neoseiulus_longispinosus_00000752-RA,Neoseiulus_longispinosus_00000752-RB	0.044332141829984795
Nlon	Neoseiulus_longispinosus_00001340	0.7338017174082748
Nlon	Neoseiulus_longispinosus_00011906	0.062202362545611976
Nlon	Neoseiulus_longispinosus_00007463	0.7827819848545237
Nlon	Neoseiulus_longispinosus_00005080	1.0
Nlon	Neoseiulus_longispinosus_00007966	0.057076566125290024
Nlon	Neoseiulus_longispinosus_00009985	0.47319201995012466
Nlon	Neoseiulus_longispinosus_00003962	0.35714285714285715
Nlon	Neoseiulus_longispinosus_00012028	0.31415562913907286
Nlon	Neoseiulus_longispinosus_00011258	0.061091157858730975
Nlon	Neoseiulus_longispinosus_00006996	0.3089064261555806
Nlon	Neoseiulus_longispinosus_00006499	0.11146391876104604
Nlon	Neoseiulus_longispinosus_00006769	0.7279335410176532
Nlon	Neoseiulus_longispinosus_00006498	0.513556303186226
Nlon	Neoseiulus_longispinosus_00001279-RB,Neoseiulus_longispinosus_00001279-RC	1.0
Nlon	Neoseiulus_longispinosus_00008924	0.5139588100686499
Nlon	Neoseiulus_longispinosus_00001503	0.7894206549118388
Nlon	Neoseiulus_longispinosus_00008947-RA,Neoseiulus_longispinosus_00008947-RC	0.7951635846372689
Nlon	Neoseiulus_longispinosus_00009338	0.42026931254429484
Nlon	Neoseiulus_longispinosus_00010549	0.42548970989337964
Nlon	Neoseiulus_longispinosus_00010706	0.13531397704253884
Nlon	Neoseiulus_longispinosus_00012284-RC,Neoseiulus_longispinosus_00012284-RA,Neoseiulus_longispinosus_00012284-RB	0.4692159692159692
Nlon	Neoseiulus_longispinosus_00011465	0.5147852918488043
Nlon	Neoseiulus_longispinosus_00001172-RA,Neoseiulus_longispinosus_00001172-RB	0.4066481994459834
Nlon	Neoseiulus_longispinosus_00008674	0.1408874220755409
Nlon	Neoseiulus_longispinosus_00004789	0.4993103448275862
Nlon	Neoseiulus_longispinosus_00009761	1.0
Nlon	Neoseiulus_longispinosus_00011680	0.4772058823529412
Nlon	Neoseiulus_longispinosus_00006373	0.6677299308878256
Nlon	Neoseiulus_longispinosus_00004716	0.6452599388379205
Nlon	Neoseiulus_longispinosus_00000085	0.6684736091298146
Nlon	Neoseiulus_longispinosus_00009222	0.4176874813265611
Nlon	Neoseiulus_longispinosus_00000942-RA,Neoseiulus_longispinosus_00000942-RC	1.0
Nlon	Neoseiulus_longispinosus_00004096	0.708169014084507
Nlon	Neoseiulus_longispinosus_00011101	0.7164948453608248
Nlon	Neoseiulus_longispinosus_00003174	0.38459764814387826
Nlon	Neoseiulus_longispinosus_00006893-RB,Neoseiulus_longispinosus_00006893-RA	1.0
Nlon	Neoseiulus_longispinosus_00002064	0.2631128848346636
Nlon	Neoseiulus_longispinosus_00000172	0.4795810668182187
Nlon	Neoseiulus_longispinosus_00002292	1.0
Nlon	Neoseiulus_longispinosus_00007409	0.6311188811188811
Nlon	Neoseiulus_longispinosus_00008698	1.0
Nlon	Neoseiulus_longispinosus_00004059	0.624390243902439
Nlon	Neoseiulus_longispinosus_00007761	0.3300953726598375
Nlon	Neoseiulus_longispinosus_00006998	0.9507874015748031
Nlon	Neoseiulus_longispinosus_00012843	0.9686847599164927
Nlon	Neoseiulus_longispinosus_00009529	0.18609654430549952
Nlon	Neoseiulus_longispinosus_00004177	1.0
Nlon	Neoseiulus_longispinosus_00007414	1.0
Nlon	Neoseiulus_longispinosus_00008966	0.5812459858702633
Nlon	Neoseiulus_longispinosus_00012605	0.12677864555472343
Nlon	Neoseiulus_longispinosus_00008765-RB,Neoseiulus_longispinosus_00008765-RA,Neoseiulus_longispinosus_00008765-RC	0.6953996282527881
Nlon	Neoseiulus_longispinosus_00002660	1.0
Nlon	Neoseiulus_longispinosus_00004515	1.0
Nlon	Neoseiulus_longispinosus_00000030	1.0
Nlon	Neoseiulus_longispinosus_00011049	0.1291562994797557
Nlon	Neoseiulus_longispinosus_00010450	1.0
Nlon	Neoseiulus_longispinosus_00001962	0.847841726618705
Nlon	Neoseiulus_longispinosus_00003508	0.5024856596558317
Nlon	Neoseiulus_longispinosus_00009337	0.4573170731707317
Nlon	Neoseiulus_longispinosus_00012883	0.822208829290342
Nlon	Neoseiulus_longispinosus_00004282	0.526803118908382
Nlon	Neoseiulus_longispinosus_00007595	0.4576310320942046
Nlon	Neoseiulus_longispinosus_00008139-RB,Neoseiulus_longispinosus_00008139-RA,Neoseiulus_longispinosus_00008139-RC	0.26872619551417687
Nlon	Neoseiulus_longispinosus_00012695	0.705123339658444
Nlon	Neoseiulus_longispinosus_00008385	1.0
Nlon	Neoseiulus_longispinosus_00010822	1.0
Nlon	Neoseiulus_longispinosus_00012798	0.22026431718061673
Nlon	Neoseiulus_longispinosus_00008830	1.0
Nlon	Neoseiulus_longispinosus_00012023	0.8597168597168597
Nlon	Neoseiulus_longispinosus_00000293	0.40421152628245727
Nlon	Neoseiulus_longispinosus_00000478	0.1746031746031746
Nlon	Neoseiulus_longispinosus_00002811	1.0
Nlon	Neoseiulus_longispinosus_00009506	0.2483633387888707
Nlon	Neoseiulus_longispinosus_00001835	0.06021276595744681
Nlon	Neoseiulus_longispinosus_00000924	1.0
Nlon	Neoseiulus_longispinosus_00005620	0.376655925528106
Nlon	Neoseiulus_longispinosus_00006103-RF,Neoseiulus_longispinosus_00006103-RD,Neoseiulus_longispinosus_00006103-RA,Neoseiulus_longispinosus_00006103-RC,Neoseiulus_longispinosus_00006103-RB,Neoseiulus_longispinosus_00006103-RE	0.24676948728636933
Nlon	Neoseiulus_longispinosus_00008647	0.8241082410824109
Nlon	Neoseiulus_longispinosus_00010766	0.0989010989010989
Nlon	Neoseiulus_longispinosus_00012694	1.0
Nlon	Neoseiulus_longispinosus_00012697	0.7545126353790613
Nlon	Neoseiulus_longispinosus_00005151-RB,Neoseiulus_longispinosus_00005151-RA	0.7835463258785943
Nlon	Neoseiulus_longispinosus_00007907	0.27033730158730157
Nlon	Neoseiulus_longispinosus_00008159-RD,Neoseiulus_longispinosus_00008159-RA	1.0
Nlon	Neoseiulus_longispinosus_00000849	0.5646788990825689
Nlon	Neoseiulus_longispinosus_00003532	0.2457501062473438
Nlon	Neoseiulus_longispinosus_00004800	0.07655212243719318
Nlon	Neoseiulus_longispinosus_00001346	0.0655772905885637
Nlon	Neoseiulus_longispinosus_00010794	0.5484357331323031
Nlon	Neoseiulus_longispinosus_00003622	1.0
Nlon	Neoseiulus_longispinosus_00009863	0.8364093959731543
Nlon	Neoseiulus_longispinosus_00008384	0.8228236607142857
Nlon	Neoseiulus_longispinosus_00006080	0.46905725853094277
Nlon	Neoseiulus_longispinosus_00001511	0.12725425450850902
Nlon	Neoseiulus_longispinosus_00003158	0.8142023346303502
Nlon	Neoseiulus_longispinosus_00003532-RC,Neoseiulus_longispinosus_00003532-RB	1.0
Nlon	Neoseiulus_longispinosus_00007663	0.5650373570978486
Nlon	Neoseiulus_longispinosus_00000021	0.08512492736780941
Nlon	Neoseiulus_longispinosus_00008985	0.8174788444703822
Nlon	Neoseiulus_longispinosus_00002183	0.6388287273672355
Nlon	Neoseiulus_longispinosus_00010642	1.0
Nlon	Neoseiulus_longispinosus_00005003	0.30389334949250113
Nlon	Neoseiulus_longispinosus_00004452	0.2618900555898703
Nlon	Neoseiulus_longispinosus_00002270	0.7800687285223368
Nlon	Neoseiulus_longispinosus_00005161	0.7229129662522202
Nlon	Neoseiulus_longispinosus_00005539	0.6530075187969925
Nlon	Neoseiulus_longispinosus_00001671	0.3998466257668712
Nlon	Neoseiulus_longispinosus_00004460	0.6067924528301887
Nlon	Neoseiulus_longispinosus_00010064	0.1420824295010846
Nlon	Neoseiulus_longispinosus_00010551	0.12667805711496216
Nlon	Neoseiulus_longispinosus_00002495	1.0
Nlon	Neoseiulus_longispinosus_00011662	0.4037250786988458
Nlon	Neoseiulus_longispinosus_00009348-RA,Neoseiulus_longispinosus_00009348-RC,Neoseiulus_longispinosus_00009348-RE,Neoseiulus_longispinosus_00009348-RF,Neoseiulus_longispinosus_00009348-RB,Neoseiulus_longispinosus_00009348-RD	1.0
Nlon	Neoseiulus_longispinosus_00000783	0.9250474383301708
Nlon	Neoseiulus_longispinosus_00001532	0.9369277721261444
Nlon	Neoseiulus_longispinosus_00010832	1.0
Nlon	Neoseiulus_longispinosus_00006330	0.4702842377260982
Nlon	Neoseiulus_longispinosus_00000341	0.9638312123241795
Nlon	Neoseiulus_longispinosus_00000569	0.36453488372093024
Nlon	Neoseiulus_longispinosus_00005712	0.529887482419128
Nlon	Neoseiulus_longispinosus_00010591-RB,Neoseiulus_longispinosus_00010591-RC	1.0
Nlon	Neoseiulus_longispinosus_00008834	0.5062687621402083
Nlon	Neoseiulus_longispinosus_00009166-RA,Neoseiulus_longispinosus_00009166-RB	0.2952227589908749
Nlon	Neoseiulus_longispinosus_00009695	1.0
Nlon	Neoseiulus_longispinosus_00012531	0.18659826867585766
Nlon	Neoseiulus_longispinosus_00001283	0.33726647000983284
Nlon	Neoseiulus_longispinosus_00001064	0.429449423815621
Nlon	Neoseiulus_longispinosus_00003649	1.0
Nlon	Neoseiulus_longispinosus_00005366-RD,Neoseiulus_longispinosus_00005366-RF,Neoseiulus_longispinosus_00005366-RB	1.0
Nlon	Neoseiulus_longispinosus_00007583	1.0
Nlon	Neoseiulus_longispinosus_00008583	1.0
Nlon	Neoseiulus_longispinosus_00002428	0.06007017543859649
Nlon	Neoseiulus_longispinosus_00006599	0.7503059975520195
Nlon	Neoseiulus_longispinosus_00000930	0.44360902255639095
Nlon	Neoseiulus_longispinosus_00010016	0.1511875761266748
Nlon	Neoseiulus_longispinosus_00012789	1.0
Nlon	Neoseiulus_longispinosus_00005577	1.0
Nlon	Neoseiulus_longispinosus_00008913	0.6113553113553114
Nlon	Neoseiulus_longispinosus_00012007	0.17727272727272728
Nlon	Neoseiulus_longispinosus_00009162	0.043143955574540795
Nlon	Neoseiulus_longispinosus_00005686	0.483955312574281
Nlon	Neoseiulus_longispinosus_00000159	1.0
Nlon	Neoseiulus_longispinosus_00006409	0.8357446808510638
Nlon	Neoseiulus_longispinosus_00008995	0.6460386283011431
Nlon	Neoseiulus_longispinosus_00004301	1.0
Nlon	Neoseiulus_longispinosus_00000565	0.053571949902198344
Nlon	Neoseiulus_longispinosus_00008968-RA,Neoseiulus_longispinosus_00008968-RB	0.7872582480091013
Nlon	Neoseiulus_longispinosus_00001043	0.375060415659739
Nlon	Neoseiulus_longispinosus_00008843	0.05312993161493951
Nlon	Neoseiulus_longispinosus_00009669	0.7616279069767442
Nlon	Neoseiulus_longispinosus_00002132	1.0
Nlon	Neoseiulus_longispinosus_00009970	0.44060913705583754
Nlon	Neoseiulus_longispinosus_00001717	0.6893063583815029
Nlon	Neoseiulus_longispinosus_00001981	0.9229137199434229
Nlon	Neoseiulus_longispinosus_00002226	0.793859649122807
Nlon	Neoseiulus_longispinosus_00011061	0.8400503778337531
Nlon	Neoseiulus_longispinosus_00003372-RF,Neoseiulus_longispinosus_00003372-RE,Neoseiulus_longispinosus_00003372-RD,Neoseiulus_longispinosus_00003372-RG,Neoseiulus_longispinosus_00003372-RH	0.9821565912936472
Nlon	Neoseiulus_longispinosus_00003291	0.10620564449579138
Nlon	Neoseiulus_longispinosus_00000428	1.0
Nlon	Neoseiulus_longispinosus_00006914	0.16670092497430627
Nlon	Neoseiulus_longispinosus_00007094	0.7809045226130653
Nlon	Neoseiulus_longispinosus_00008682	0.6217320261437909
Nlon	Neoseiulus_longispinosus_00009516	0.7117414248021108
Nlon	Neoseiulus_longispinosus_00003994	0.3682123771763489
Nlon	Neoseiulus_longispinosus_00004229	0.824438202247191
Nlon	Neoseiulus_longispinosus_00006443	0.31413612565445026
Nlon	Neoseiulus_longispinosus_00003035	0.12575993213629294
Nlon	Neoseiulus_longispinosus_00004168	0.9782300047326077
Nlon	Neoseiulus_longispinosus_00006757	0.6189555125725339
Nlon	Neoseiulus_longispinosus_00005266	0.7339962709757614
Nlon	Neoseiulus_longispinosus_00005249	1.0
Nlon	Neoseiulus_longispinosus_00011001	0.12878469932250136
Nlon	Neoseiulus_longispinosus_00008043	0.5505675954592363
Nlon	Neoseiulus_longispinosus_00012728	0.9480463718334049
Nlon	Neoseiulus_longispinosus_00002910-RA,Neoseiulus_longispinosus_00002910-RB,Neoseiulus_longispinosus_00002910-RC	0.7605421686746988
Nlon	Neoseiulus_longispinosus_00010555	0.4915458937198068
Nlon	Neoseiulus_longispinosus_00001931	0.418580375782881
Nlon	Neoseiulus_longispinosus_00002157	0.3582622079194067
